chapter	I10CODE	I10NAME	FinalI11Code	FinalI11Name	FinalPostcoor	FinalPostcoDesc	FinalMaptype
19	T36.1X5A	Adverse effect of cephalosporins and other beta-lactam antibiotics, initial encounter	NE60	Harmful effects of drugs, medicaments or biological substances, not elsewhere classified	NE60/PL00&XM3WK4	Harmful effects of drugs, medicaments or biological substances, not elsewhere classified / Drugs, medicaments or biological substances associated with injury or harm in therapeutic use & Antibiotic b-lactam	3. only partial map possible
19	T36.8X5A	Adverse effect of other systemic antibiotics, initial encounter	NE60	Harmful effects of drugs, medicaments or biological substances, not elsewhere classified	NE60&XM7SQ4/PB28	Harmful effects of drugs, medicaments or biological substances, not elsewhere classified & Antibiotic specified / Unintentional exposure to or harmful effects of other or unspecified drug, medicament or biological substance	3. only partial map possible
19	T36.95XA	Adverse effect of unspecified systemic antibiotic, initial encounter	NE60	Harmful effects of drugs, medicaments or biological substances, not elsewhere classified	NE60&XM7SQ4/PB28	Harmful effects of drugs, medicaments or biological substances, not elsewhere classified & Antibiotic specified / Unintentional exposure to or harmful effects of other or unspecified drug, medicament or biological substance	3. only partial map possible
19	T37.0X5A	Adverse effect of sulfonamides, initial encounter	NE60	Harmful effects of drugs, medicaments or biological substances, not elsewhere classified	NE60&XM5CX9/PB28	Harmful effects of drugs, medicaments or biological substances, not elsewhere classified & Sulfonamides, combinations with other antibacterials / Unintentional exposure to or harmful effects of other or unspecified drug, medicament or biological substance	3. only partial map possible
19	T38.0X5A	Adverse effect of glucocorticoids and synthetic analogues, initial encounter	NE60	Harmful effects of drugs, medicaments or biological substances, not elsewhere classified	NE60&XM4Z52/PB28	Harmful effects of drugs, medicaments or biological substances, not elsewhere classified & Glucocorticoids  / Unintentional exposure to or harmful effects of other or unspecified drug, medicament or biological substance	3. only partial map possible
19	T38.3X5A	Adverse effect of insulin and oral hypoglycemic [antidiabetic] drugs, initial encounter	NE60	Harmful effects of drugs, medicaments or biological substances, not elsewhere classified	NE60&XM21C9&XM8S35/PB28	Harmful effects of drugs, medicaments or biological substances, not elsewhere classified & Insulin human & Antidiabetic  / Unintentional exposure to or harmful effects of other or unspecified drug, medicament or biological substance	3. only partial map possible
19	T39.395A	Adverse effect of other nonsteroidal anti-inflammatory drugs [NSAID], initial encounter	NE60	Harmful effects of drugs, medicaments or biological substances, not elsewhere classified	NE60&XM4KS4/PB28	Harmful effects of drugs, medicaments or biological substances, not elsewhere classified & Nonsteroidal anti-inflammatory and antirheumatic agents  / Unintentional exposure to or harmful effects of other or unspecified drug, medicament or biological subst	3. only partial map possible
19	T40.1X1A	Poisoning by heroin, accidental (unintentional), initial encounter	NE60	Harmful effects of drugs, medicaments or biological substances, not elsewhere classified	NE60/PB20&XM05B3	Harmful effects of drugs, medicaments or biological substances, not elsewhere classified /  Unintentional exposure to or harmful effects of opioids or related analgesics &Diamorphine	3. only partial map possible
19	T40.2X1A	Poisoning by other opioids, accidental (unintentional), initial encounter	NE60	Harmful effects of drugs, medicaments or biological substances, not elsewhere classified	NE60/PB20&XM7S23	Harmful effects of drugs, medicaments or biological substances, not elsewhere classified / Unintentional exposure to or harmful effects of other or unspecified drug, medicament or biological substance & Opioid	3. only partial map possible
19	T40.2X5A	Adverse effect of other opioids, initial encounter	NE60	Harmful effects of drugs, medicaments or biological substances, not elsewhere classified	NE60/PL00&XM4S22	Harmful effects of drugs, medicaments or biological substances, not elsewhere classified / Drugs, medicaments or biological substances associated with injury or harm in therapeutic use &Other opioid analgesics, natural, synthetic and semi-synthetic	3. only partial map possible
19	T40.4X5A	Adverse effect of other synthetic narcotics, initial encounter	NE60	Harmful effects of drugs, medicaments or biological substances, not elsewhere classified	NE60&XM8PP7/PB28	Harmful effects of drugs, medicaments or biological substances, not elsewhere classified & Narcotic synthetic / Unintentional exposure to or harmful effects of other or unspecified drug, medicament or biological substance	3. only partial map possible
19	T40.601A	Poisoning by unspecified narcotics, accidental (unintentional), initial encounter	NE60	Harmful effects of drugs, medicaments or biological substances, not elsewhere classified	NE60/PB20	Harmful effects of drugs, medicaments or biological substances, not elsewhere classified /  Unintentional exposure to or harmful effects of opioids or related analgesics	3. only partial map possible
19	T40.605A	Adverse effect of unspecified narcotics, initial encounter	NE60	Harmful effects of drugs, medicaments or biological substances, not elsewhere classified	NE60/PL00&XM7S23	Harmful effects of drugs, medicaments or biological substances, not elsewhere classified / Drugs, medicaments or biological substances associated with injury or harm in therapeutic use & Opioid	3. only partial map possible
19	T42.4X1A	Poisoning by benzodiazepines, accidental (unintentional), initial encounter	NE60	Harmful effects of drugs, medicaments or biological substances, not elsewhere classified	NE60/PB21&XM1J81	Harmful effects of drugs, medicaments or biological substances, not elsewhere classified / Unintentional exposure to or harmful effects of sedative hypnotic drugs or other CNS depressants & Central nervous system depressants benzodiazepines	3. only partial map possible
19	T42.4X2A	Poisoning by benzodiazepines, intentional self-harm, initial encounter	NE60	Harmful effects of drugs, medicaments or biological substances, not elsewhere classified	NE60/PC91&XM1J81	Harmful effects of drugs, medicaments or biological substances, not elsewhere classified / Intentional self-harm by exposure to or harmful effects of sedative hypnotic drugs or other CNS depressants & Central nervous system depressants benzodiazepines	3. only partial map possible
19	T42.4X5A	Adverse effect of benzodiazepines, initial encounter	NE60	Harmful effects of drugs, medicaments or biological substances, not elsewhere classified	NE60&XM1J81/PB28	Harmful effects of drugs, medicaments or biological substances, not elsewhere classified & Central nervous system depressants benzodiazepines / Unintentional exposure to or harmful effects of other or unspecified drug, medicament or biological substance	3. only partial map possible
19	T42.6X5A	Adverse effect of other antiepileptic and sedative-hypnotic drugs, initial encounter	NE60	Harmful effects of drugs, medicaments or biological substances, not elsewhere classified	NE60&XM9GA9&XM5YQ4&XM3GR8/PB28	Harmful effects of drugs, medicaments or biological substances, not elsewhere classified & Other antiepileptics & Sedative mixed & Hypnotic drug specified / Unintentional exposure to or harmful effects of other or unspecified drug, medicament or biologica	3. only partial map possible
19	T43.595A	Adverse effect of other antipsychotics and neuroleptics, initial encounter	NE60	Harmful effects of drugs, medicaments or biological substances, not elsewhere classified	NE60&XM7AA5/PB28	Harmful effects of drugs, medicaments or biological substances, not elsewhere classified & Antipsychotic drug specified / Unintentional exposure to or harmful effects of other or unspecified drug, medicament or biological substance	3. only partial map possible
19	T44.7X5A	Adverse effect of beta-adrenoreceptor antagonists, initial encounter	NE60	Harmful effects of drugs, medicaments or biological substances, not elsewhere classified	NE60/PB28	Harmful effects of drugs, medicaments or biological substances, not elsewhere classified / Unintentional exposure to or harmful effects of other or unspecified drug, medicament or biological substance	3. only partial map possible
19	T45.1X5A	Adverse effect of antineoplastic and immunosuppressive drugs, initial encounter	NE60	Harmful effects of drugs, medicaments or biological substances, not elsewhere classified	NE60&XM6Q44&XM1079/PB28	Harmful effects of drugs, medicaments or biological substances, not elsewhere classified & Antineoplastic without further specification & Immunosuppressive drug / Unintentional exposure to or harmful effects of other or unspecified drug, medicament or bio	3. only partial map possible
19	T45.1X5D	Adverse effect of antineoplastic and immunosuppressive drugs, subsequent encounter	NE60	Harmful effects of drugs, medicaments or biological substances, not elsewhere classified	NE60&XM6Q44&XM1079/PB28	Harmful effects of drugs, medicaments or biological substances, not elsewhere classified & Antineoplastic without further specification & Immunosuppressive drug / Unintentional exposure to or harmful effects of other or unspecified drug, medicament or bio	3. only partial map possible
19	T45.515A	Adverse effect of anticoagulants, initial encounter	NE60	Harmful effects of drugs, medicaments or biological substances, not elsewhere classified	NE60&XM17B1/PB28	Harmful effects of drugs, medicaments or biological substances, not elsewhere classified & Anticoagulant and antithrombotic enzymes / Unintentional exposure to or harmful effects of other or unspecified drug, medicament or biological substance	3. only partial map possible
19	T45.525A	Adverse effect of antithrombotic drugs, initial encounter	NE60	Harmful effects of drugs, medicaments or biological substances, not elsewhere classified	NE60&XM1AM0/PB28	Harmful effects of drugs, medicaments or biological substances, not elsewhere classified & Other antithrombotic agents / Unintentional exposure to or harmful effects of other or unspecified drug, medicament or biological substance	3. only partial map possible
19	T46.1X5A	Adverse effect of calcium-channel blockers, initial encounter	NE60	Harmful effects of drugs, medicaments or biological substances, not elsewhere classified	NE60/PB28	Harmful effects of drugs, medicaments or biological substances, not elsewhere classified / Unintentional exposure to or harmful effects of other or unspecified drug, medicament or biological substance	3. only partial map possible
19	T46.2X5A	Adverse effect of other antidysrhythmic drugs, initial encounter	NE60	Harmful effects of drugs, medicaments or biological substances, not elsewhere classified	NE60&XM0KK7/PB28	Harmful effects of drugs, medicaments or biological substances, not elsewhere classified & Antidysrhythmic / Unintentional exposure to or harmful effects of other or unspecified drug, medicament or biological substance	3. only partial map possible
19	T46.4X5A	Adverse effect of angiotensin-converting-enzyme inhibitors, initial encounter	NE60	Harmful effects of drugs, medicaments or biological substances, not elsewhere classified	NE60&XM72L5/PB28	Harmful effects of drugs, medicaments or biological substances, not elsewhere classified & Angiotensin-converting-enzyme inhibitors / Unintentional exposure to or harmful effects of other or unspecified drug, medicament or biological substance	3. only partial map possible
19	T46.5X5A	Adverse effect of other antihypertensive drugs, initial encounter	NE60	Harmful effects of drugs, medicaments or biological substances, not elsewhere classified	NE60&XM2PT6/PB28	Harmful effects of drugs, medicaments or biological substances, not elsewhere classified & Antihypertensive drug / Unintentional exposure to or harmful effects of other or unspecified drug, medicament or biological substance	3. only partial map possible
19	T50.1X5A	Adverse effect of loop [high-ceiling] diuretics, initial encounter	NE60	Harmful effects of drugs, medicaments or biological substances, not elsewhere classified	NE60&XM8CG7/PB28	Harmful effects of drugs, medicaments or biological substances, not elsewhere classified & Diuretic loop (high-ceiling) / Unintentional exposure to or harmful effects of other or unspecified drug, medicament or biological substance	3. only partial map possible
19	T50.2X5A	Adverse effect of carbonic-anhydrase inhibitors, benzothiadiazides and other diuretics, initial encounter	NE60	Harmful effects of drugs, medicaments or biological substances, not elsewhere classified	NE60/PL00 & XM8B36	Harmful effects of drugs, medicaments or biological substances, not elsewhere classified / Drugs, medicaments or biological substances associated with injury or harm in therapeutic use & Diuretic carbonic acid anhydrase inhibitors	3. only partial map possible
19	T50.8X5A	Adverse effect of diagnostic agents, initial encounter	NE60	Harmful effects of drugs, medicaments or biological substances, not elsewhere classified	NE60/PB28	Harmful effects of drugs, medicaments or biological substances, not elsewhere classified / Unintentional exposure to or harmful effects of other or unspecified drug, medicament or biological substance	3. only partial map possible
19	T50.901A	Poisoning by unspecified drugs, medicaments and biological substances, accidental (unintentional), initial encounter	NE60	Harmful effects of drugs, medicaments or biological substances, not elsewhere classified	NE60/PB28	Harmful effects of drugs, medicaments or biological substances, not elsewhere classified / Unintentional exposure to or harmful effects of other or unspecified drug, medicament or biological substance	3. only partial map possible
19	T50.905A	Adverse effect of unspecified drugs, medicaments and biological substances, initial encounter	NE60	Harmful effects of drugs, medicaments or biological substances, not elsewhere classified	NE60/PB28	Harmful effects of drugs, medicaments or biological substances, not elsewhere classified / Unintentional exposure to or harmful effects of other or unspecified drug, medicament or biological substance	3. only partial map possible
19	T50.995A	Adverse effect of other drugs, medicaments and biological substances, initial encounter	NE60	Harmful effects of drugs, medicaments or biological substances, not elsewhere classified	NE60/PB28	Harmful effects of drugs, medicaments or biological substances, not elsewhere classified / Unintentional exposure to or harmful effects of other or unspecified drug, medicament or biological substance	3. only partial map possible
19	T63.441A	Toxic effect of venom of bees, accidental (unintentional), initial encounter	NE61	Harmful effects of or exposure to noxious substances, chiefly nonmedicinal as to source, not elsewhere classified	NE61&XM13H7/PB36	Harmful effects of or exposure to noxious substances, chiefly nonmedicinal as to source, not elsewhere classified & Bee venom / Unintentional exposure to or harmful effects of other or unspecified substances chiefly nonmedicinal as to source	3. only partial map possible
19	T63.461A	Toxic effect of venom of wasps, accidental (unintentional), initial encounter	NE61	Harmful effects of or exposure to noxious substances, chiefly nonmedicinal as to source, not elsewhere classified	NE61&XM2YA4/PB36	Harmful effects of or exposure to noxious substances, chiefly nonmedicinal as to source, not elsewhere classified & Wasp venom / Unintentional exposure to or harmful effects of other or unspecified substances chiefly nonmedicinal as to source	3. only partial map possible
19	T67.5XXA	Heat exhaustion, unspecified, initial encounter	NF01.Z	Effects of heat, unspecified	NULL	NULL	3. only partial map possible
19	T68.XXXA	Hypothermia, initial encounter	NF02	Hypothermia	NULL	NULL	3. only partial map possible
19	T78.1XXA	Other adverse food reactions, not elsewhere classified, initial encounter	4A8Y	Allergic or hypersensitivity conditions of other specified type	NULL	NULL	3. only partial map possible
19	T78.3XXA	Angioneurotic edema, initial encounter	EB04	Idiopathic angioedema	NULL	NULL	3. only partial map possible
19	T78.40XA	Allergy, unspecified, initial encounter	4A8Z	Allergic or hypersensitivity conditions of unspecified type	NULL	NULL	3. only partial map possible
19	T79.6XXA	Traumatic ischemia of muscle, initial encounter	NF0A.6	Traumatic ischaemia of muscle, not elsewhere classified	NULL	NULL	3. only partial map possible
19	T80.211A	Bloodstream infection due to central venous catheter, initial encounter	NE83.1	Infection arising from device, implant or graft, not elsewhere classified	NE83.1/PK91.15	Infection arising from device, implant or graft, not elsewhere classified / Cardiovascular devices associated with injury or harm, central venous catheter	3. only partial map possible
19	T81.19XA	Other postprocedural shock, initial encounter	NE8Z	Injury or harm arising from surgical or medical care, not elsewhere classified, unspecified	NULL	NULL	3. only partial map possible
19	T81.30XA	Disruption of wound, unspecified, initial encounter	NE81.1	Disruption of operation wound, not elsewhere classified	NULL	NULL	3. only partial map possible
19	T81.31XA	Disruption of external operation (surgical) wound, not elsewhere classified, initial encounter	NE81.1	Disruption of operation wound, not elsewhere classified	NULL	NULL	3. only partial map possible
19	T81.31XD	Disruption of external operation (surgical) wound, not elsewhere classified, subsequent encounter	NE81.1	Disruption of operation wound, not elsewhere classified	NULL	NULL	3. only partial map possible
19	T81.32XA	Disruption of internal operation (surgical) wound, not elsewhere classified, initial encounter	NE81.1	Disruption of operation wound, not elsewhere classified	NULL	NULL	3. only partial map possible
19	T81.89XA	Other complications of procedures, not elsewhere classified, initial encounter	NE81.Y	Other specified injury or harm arising from a procedure, not elsewhere classified	NULL		3. only partial map possible
19	T81.89XD	Other complications of procedures, not elsewhere classified, subsequent encounter	NE81.Y	Other specified injury or harm arising from a procedure, not elsewhere classified	NULL	NULL	3. only partial map possible
19	T82.41XA	Breakdown (mechanical) of vascular dialysis catheter, initial encounter	NE83.Y	Other specified injury or harm arising from other device, implant or graft, not elsewhere classified	NE83.Y/PK91.1Y	Other specified injury or harm arising from other device, implant or graft, not elsewhere classified / Other specified cardiovascular devices associated with injury or harm, therapeutic, nonsurgical or rehabilitative devices	3. only partial map possible
19	T82.49XA	Other complication of vascular dialysis catheter, initial encounter	NE81.Y	Other specified injury or harm arising from a procedure, not elsewhere classified	PK91.1Y/NE81.Y	Other specified cardiovascular devices associated with injury or harm, therapeutic, nonsurgical or rehabilitative devices / Other specified injury or harm arising from a procedure, not elsewhere classified	3. only partial map possible
19	T82.590A	Other mechanical complication of surgically created arteriovenous fistula, initial encounter	NE81.Y	Other specified injury or harm arising from a procedure, not elsewhere classified	PK91.20/NE81.Y	Cardiovascular devices associated with injury or harm, grafts / Other specified injury or harm arising from a procedure, not elsewhere classified	3. only partial map possible
19	T82.7XXA	Infection and inflammatory reaction due to other cardiac and vascular devices, implants and grafts, initial encounter	NE83.1	Infection arising from device, implant or graft, not elsewhere classified	NE83.1/PK91.2Y	Infection arising from device, implant or graft, not elsewhere classified / Other specified cardiovascular devices associated with injury or harm, prosthetic or other implants, materials or accessory devices	3. only partial map possible
19	T82.838A	Hemorrhage due to vascular prosthetic devices, implants and grafts, initial encounter	NE81.0Z	Haemorrhage or haematoma of other or unspecified site complicating a procedure, not elsewhere classified	NE81.0Z/PK91.2Z	Haemorrhage or haematoma of other or unspecified site complicating a procedure, not elsewhere classified / Cardiovascular devices associated with injury or harm, prosthetic or other implants, materials or accessory devices, unspecified	3. only partial map possible
19	T82.855A	Stenosis of coronary artery stent, initial encounter	NE83.Y	Other specified injury or harm arising from other device, implant or graft, not elsewhere classified	NE83.Y/PK91.2Y	Other specified injury or harm arising from other device, implant or graft, not elsewhere classified / Other specified cardiovascular devices associated with injury or harm, prosthetic or other implants, materials or accessory devices	3. only partial map possible
19	T82.857A	Stenosis of other cardiac prosthetic devices, implants and grafts, initial encounter	NE83.Y	Other specified injury or harm arising from other device, implant or graft, not elsewhere classified	NE83.Y/PK91.2Y	Other specified injury or harm arising from other device, implant or graft, not elsewhere classified / Other specified cardiovascular devices associated with injury or harm, prosthetic or other implants, materials or accessory devices	3. only partial map possible
19	T82.858A	Stenosis of other vascular prosthetic devices, implants and grafts, initial encounter	NE83.Y	Other specified injury or harm arising from other device, implant or graft, not elsewhere classified	NE83.Y/PK91.2Y	Other specified injury or harm arising from other device, implant or graft, not elsewhere classified / Other specified cardiovascular devices associated with injury or harm, prosthetic or other implants, materials or accessory devices	3. only partial map possible
19	T82.867A	Thrombosis due to cardiac prosthetic devices, implants and grafts, initial encounter	NE83.Y	Other specified injury or harm arising from other device, implant or graft, not elsewhere classified	NE83.Y/PK91.2Y	Other specified injury or harm arising from other device, implant or graft, not elsewhere classified / Other specified cardiovascular devices associated with injury or harm, prosthetic or other implants, materials or accessory devices	3. only partial map possible
19	T82.868A	Thrombosis due to vascular prosthetic devices, implants and grafts, initial encounter	NE83.Y	Other specified injury or harm arising from other device, implant or graft, not elsewhere classified	NE83.Y/PK91.2Y	Other specified injury or harm arising from other device, implant or graft, not elsewhere classified / Other specified cardiovascular devices associated with injury or harm, prosthetic or other implants, materials or accessory devices	3. only partial map possible
19	T82.897A	Other specified complication of cardiac prosthetic devices, implants and grafts, initial encounter	NE83.Y	Other specified injury or harm arising from other device, implant or graft, not elsewhere classified	NE83.Y/PK91.2Y	Other specified injury or harm arising from other device, implant or graft, not elsewhere classified / Other specified cardiovascular devices associated with injury or harm, prosthetic or other implants, materials or accessory devices	3. only partial map possible
19	T82.898A	Other specified complication of vascular prosthetic devices, implants and grafts, initial encounter	NE83.Y	Other specified injury or harm arising from other device, implant or graft, not elsewhere classified	NE83.Y/PK91.2Y	Other specified injury or harm arising from other device, implant or graft, not elsewhere classified / Other specified cardiovascular devices associated with injury or harm, prosthetic or other implants, materials or accessory devices	3. only partial map possible
19	T82.9XXA	Unspecified complication of cardiac and vascular prosthetic device, implant and graft, initial encounter	NE83.Y	Other specified injury or harm arising from other device, implant or graft, not elsewhere classified	NE83.Y/PK91.2Y	Other specified injury or harm arising from other device, implant or graft, not elsewhere classified / Other specified cardiovascular devices associated with injury or harm, prosthetic or other implants, materials or accessory devices	3. only partial map possible
19	T83.038A	Leakage of other urinary catheter, initial encounter	NE83.Y	Other specified injury or harm arising from other device, implant or graft, not elsewhere classified	NE83.Y/PK93.10	Other specified injury or harm arising from other device, implant or graft, not elsewhere classified / Gastroenterology or urology devices associated with injury or harm, urinary catheter	3. only partial map possible
19	T83.091A	Other mechanical complication of indwelling urethral catheter, initial encounter	NE83.Y	Other specified injury or harm arising from other device, implant or graft, not elsewhere classified	NE83.Y/PK93.10	Other specified injury or harm arising from other device, implant or graft, not elsewhere classified / Gastroenterology or urology devices associated with injury or harm, urinary catheter	3. only partial map possible
19	T83.098A	Other mechanical complication of other urinary catheter, initial encounter	NE83.Y	Other specified injury or harm arising from other device, implant or graft, not elsewhere classified	NE83.Y/PK93.10	Other specified injury or harm arising from other device, implant or graft, not elsewhere classified / Gastroenterology or urology devices associated with injury or harm, urinary catheter	3. only partial map possible
19	T83.510A	Infection and inflammatory reaction due to cystostomy catheter, initial encounter	NE83.1	Infection arising from device, implant or graft, not elsewhere classified	NE83.1/PK93.10	Infection arising from device, implant or graft, not elsewhere classified / Gastroenterology or urology devices associated with injury or harm, urinary catheter	3. only partial map possible
19	T83.511A	Infection and inflammatory reaction due to indwelling urethral catheter, initial encounter	NE83.1	Infection arising from device, implant or graft, not elsewhere classified	NE83.1/PK93.10	Infection arising from device, implant or graft, not elsewhere classified / Gastroenterology or urology devices associated with injury or harm, urinary catheter	3. only partial map possible
19	T83.518A	Infection and inflammatory reaction due to other urinary catheter, initial encounter	NE83.1	Infection arising from device, implant or graft, not elsewhere classified	NE83.1/PK93.10	Infection arising from device, implant or graft, not elsewhere classified / Gastroenterology or urology devices associated with injury or harm, urinary catheter	3. only partial map possible
19	T83.83XA	Hemorrhage due to genitourinary prosthetic devices, implants and grafts, initial encounter	NE81.0Z	Haemorrhage or haematoma of other or unspecified site complicating a procedure, not elsewhere classified	NE81.0Z/PK93.2	Haemorrhage or haematoma of other or unspecified site complicating a procedure, not elsewhere classified / Gastroenterology or urology devices associated with injury or harm, prosthetic or other implants, materials or accessory devices	3. only partial map possible
19	T83.9XXA	Unspecified complication of genitourinary prosthetic device, implant and graft, initial encounter	NE83.Y	Other specified injury or harm arising from other device, implant or graft, not elsewhere classified	NE83.Y/PK93.10	Other specified injury or harm arising from other device, implant or graft, not elsewhere classified / Gastroenterology or urology devices associated with injury or harm, urinary catheter	3. only partial map possible
19	T84.020A	Dislocation of internal right hip prosthesis, initial encounter	NE83.Y	Other specified injury or harm arising from other device, implant or graft, not elsewhere classified	NE83.Y/PL12.4	Other specified injury or harm arising from other device, implant or graft, not elsewhere classified & Dislodgement, misconnection or de-attachment, as mode of injury or harm	3. only partial map possible
19	T84.021A	Dislocation of internal left hip prosthesis, initial encounter	NE83.Y	Other specified injury or harm arising from other device, implant or graft, not elsewhere classified	NE83.Y/PL12.4	Other specified injury or harm arising from other device, implant or graft, not elsewhere classified & Dislodgement, misconnection or de-attachment, as mode of injury or harm	3. only partial map possible
19	T84.022A	Instability of internal right knee prosthesis, initial encounter	NE83.Y	Other specified injury or harm arising from other device, implant or graft, not elsewhere classified	NE83.Y/PL12.4	Other specified injury or harm arising from other device, implant or graft, not elsewhere classified & Dislodgement, misconnection or de-attachment, as mode of injury or harm	3. only partial map possible
19	T84.023A	Instability of internal left knee prosthesis, initial encounter	NE83.Y	Other specified injury or harm arising from other device, implant or graft, not elsewhere classified	NE83.Y/PL12.4	Other specified injury or harm arising from other device, implant or graft, not elsewhere classified & Dislodgement, misconnection or de-attachment, as mode of injury or harm	3. only partial map possible
19	T84.030A	Mechanical loosening of internal right hip prosthetic joint, initial encounter	NE83.Y	Other specified injury or harm arising from other device, implant or graft, not elsewhere classified	NE83.Y/PL12.4	Other specified injury or harm arising from other device, implant or graft, not elsewhere classified & Dislodgement, misconnection or de-attachment, as mode of injury or harm	3. only partial map possible
19	T84.032A	Mechanical loosening of internal right knee prosthetic joint, initial encounter	NE83.Y	Other specified injury or harm arising from other device, implant or graft, not elsewhere classified	NE83.Y/PL12.4	Other specified injury or harm arising from other device, implant or graft, not elsewhere classified & Dislodgement, misconnection or de-attachment, as mode of injury or harm	3. only partial map possible
19	T84.033A	Mechanical loosening of internal left knee prosthetic joint, initial encounter	NE83.Y	Other specified injury or harm arising from other device, implant or graft, not elsewhere classified	NE83.Y/PL12.4	Other specified injury or harm arising from other device, implant or graft, not elsewhere classified & Dislodgement, misconnection or de-attachment, as mode of injury or harm	3. only partial map possible
19	T84.51XA	Infection and inflammatory reaction due to internal right hip prosthesis, initial encounter	NE83.1	Infection arising from device, implant or graft, not elsewhere classified	NE83.1/PK99.Y	Infection arising from device, implant or graft, not elsewhere classified / Other specified orthopaedic devices, implants or grafts associated with injury or harm	3. only partial map possible
19	T84.52XA	Infection and inflammatory reaction due to internal left hip prosthesis, initial encounter	NE83.1	Infection arising from device, implant or graft, not elsewhere classified	NE83.1/PK99.Y	Infection arising from device, implant or graft, not elsewhere classified / Other specified orthopaedic devices, implants or grafts associated with injury or harm	3. only partial map possible
19	T84.53XA	Infection and inflammatory reaction due to internal right knee prosthesis, initial encounter	NE83.1	Infection arising from device, implant or graft, not elsewhere classified	NE83.1/PK99.Y	Infection arising from device, implant or graft, not elsewhere classified / Other specified orthopaedic devices, implants or grafts associated with injury or harm	3. only partial map possible
19	T84.54XA	Infection and inflammatory reaction due to internal left knee prosthesis, initial encounter	NE83.1	Infection arising from device, implant or graft, not elsewhere classified	NE83.1/PK99.Y	Infection arising from device, implant or graft, not elsewhere classified / Other specified orthopaedic devices, implants or grafts associated with injury or harm	3. only partial map possible
19	T84.84XA	Pain due to internal orthopedic prosthetic devices, implants and grafts, initial encounter	NE83.Y	Other specified injury or harm arising from other device, implant or graft, not elsewhere classified	NE83.Y/PK99.Y	Other specified injury or harm arising from other device, implant or graft, not elsewhere classified / Other specified orthopaedic devices, implants or grafts associated with injury or harm	3. only partial map possible
19	T84.89XA	Other specified complication of internal orthopedic prosthetic devices, implants and grafts, initial encounter	NE83.Y	Other specified injury or harm arising from other device, implant or graft, not elsewhere classified	NE83.Y/PK99.Y	Other specified injury or harm arising from other device, implant or graft, not elsewhere classified / Other specified orthopaedic devices, implants or grafts associated with injury or harm	3. only partial map possible
19	T85.71XA	Infection and inflammatory reaction due to peritoneal dialysis catheter, initial encounter	NE83.1	Infection arising from device, implant or graft, not elsewhere classified	NE83.1/PK91.1Y	Infection arising from device, implant or graft, not elsewhere classified / Other specified cardiovascular devices associated with injury or harm, therapeutic, nonsurgical or rehabilitative devices	3. only partial map possible
19	T85.79XA	Infection and inflammatory reaction due to other internal prosthetic devices, implants and grafts, initial encounter	NE83.1	Infection arising from device, implant or graft, not elsewhere classified	NE83.1/PK9C.2	Infection arising from device, implant or graft, not elsewhere classified / Other or unspecified medical devices associated with injury or harm, prosthetic or other implants, materials or accessory devices	3. only partial map possible
19	T86.10	Unspecified complication of kidney transplant	NE81.Y	Other specified injury or harm arising from a procedure, not elsewhere classified	NE81.Y/PK80.60	Other specified injury or harm arising from a procedure, not elsewhere classified / Urological procedure associated with injury or harm, open approach	3. only partial map possible
19	T86.11	Kidney transplant rejection	NE84	Failure or rejection of transplanted organs or tissues	NE84&XA6KU8	Failure or rejection of transplanted organs or tissues / Kidney 	3. only partial map possible
19	T86.12	Kidney transplant failure	NE84	Failure or rejection of transplanted organs or tissues	NE84&XA6KU8	Failure or rejection of transplanted organs or tissues / Kidney 	3. only partial map possible
19	T86.19	Other complication of kidney transplant	NE81.Y	Other specified injury or harm arising from a procedure, not elsewhere classified	NE81.Y/PK80.60	Other specified injury or harm arising from a procedure, not elsewhere classified / Urological procedure associated with injury or harm, open approach	3. only partial map possible
19	T87.43	Infection of amputation stump, right lower extremity	NE85.4	Infection of amputation stump	NE85.4&XA45A6	Infection of amputation stump & Lower Extremity	3. only partial map possible
19	T87.44	Infection of amputation stump, left lower extremity	NE85.4	Infection of amputation stump	NE85.4&XA45A6	Infection of amputation stump & Lower Extremity	3. only partial map possible
19	T87.81	Dehiscence of amputation stump	NE85.6	Other or unspecified complications of amputation stump	NULL	NULL	3. only partial map possible
19	T87.89	Other complications of amputation stump	NE85.6	Other or unspecified complications of amputation stump	NULL	NULL	3. only partial map possible
19	T88.7XXA	Unspecified adverse effect of drug or medicament, initial encounter	NE60	Harmful effects of drugs, medicaments or biological substances, not elsewhere classified	NE60/PB28	Harmful effects of drugs, medicaments or biological substances, not elsewhere classified / Unintentional exposure to or harmful effects of other or unspecified drug, medicament or biological substance	3. only partial map possible
20	W01.0XXA	Fall on same level from slipping, tripping and stumbling without subsequent striking against object, initial encounter	PA60	Unintentional fall on the same level or from less than 1 metre	NULL	NULL	3. only partial map possible
20	W01.198A	Fall on same level from slipping, tripping and stumbling with subsequent striking against other object, initial encounter	PA60	Unintentional fall on the same level or from less than 1 metre	PA60 & XE9GE	Unintentional fall on the same level or from less than 1 metre & Blunt object, not elsewhere classified	3. only partial map possible
20	W06.XXXA	Fall from bed, initial encounter	PA60	Unintentional fall on the same level or from less than 1 metre	PA60&XE8PK	Unintentional fall on the same level or from less than 1 metre & Bed, bedding or bedding accessories	2. full map by postcoordination
