icd9cm;icd9_title;icd10cm;Maptype
7540;Congenital musculoskeletal deformities of skull, face, and jaw;Q671;general equivalence mapping(medicare)
7540;Congenital musculoskeletal deformities of skull, face, and jaw;Q672;general equivalence mapping(medicare)
7540;Congenital musculoskeletal deformities of skull, face, and jaw;Q673;general equivalence mapping(medicare)
7540;Congenital musculoskeletal deformities of skull, face, and jaw;Q674;general equivalence mapping(medicare)
71833;Recurrent dislocation of joint, forearm;M24439;general equivalence mapping(medicare)
9195;Insect bite, nonvenomous, of other, multiple, and unspecified sites, infected;L0889;general equivalence mapping(medicare)
9195;Insect bite, nonvenomous, of other, multiple, and unspecified sites, infected;T07;general equivalence mapping(medicare)
2370;Neoplasm of uncertain behavior of pituitary gland and craniopharyngeal duct;D443;general equivalence mapping(medicare)
2370;Neoplasm of uncertain behavior of pituitary gland and craniopharyngeal duct;D444;general equivalence mapping(medicare)
70441;Pilar cyst;L7211;general equivalence mapping(medicare)
E8793;Shock therapy as the cause of abnormal reaction of patient, or of later complication, without mention of misadventure at time of procedure;Y843;general equivalence mapping(medicare)
65211;Breech or other malpresentation successfully converted to cephalic presentation, delivered, with or without mention of antepartum condition;O321XX0;general equivalence mapping(medicare)
1898;Malignant neoplasm of other specified sites of urinary organs;C688;general equivalence mapping(medicare)
45931;Chronic venous hypertension with ulcer;I87319;general equivalence mapping(medicare)
2579;Unspecified testicular dysfunction;E299;general equivalence mapping(medicare)
E8184;Other noncollision motor vehicle traffic accident injuring occupant of streetcar;V828XXA;general equivalence mapping(medicare)
E9100;Accidental drowning and submersion while water-skiing;W69XXXA;general equivalence mapping(medicare)
E0026;Activities involving water skiing and wake boarding;Y9317;general equivalence mapping(medicare)
E8314;Accident to watercraft causing other injury to water skier;V9189XA;general equivalence mapping(medicare)
20957;Benign carcinoid tumor of the rectum;D3A026;general equivalence mapping(medicare)
E9972;Injury due to war operations by gases, fumes, and chemicals;Y367X0A;general equivalence mapping(medicare)
3491;Nervous system complications from surgically implanted device;G9782;general equivalence mapping(medicare)
29573;Schizoaffective disorder, subchronic with acute exacerbation;F259;general equivalence mapping(medicare)
47402;Chronic tonsillitis and adenoiditis;J3503;general equivalence mapping(medicare)
37100;Corneal opacity, unspecified;H179;general equivalence mapping(medicare)
2305;Carcinoma in situ of anal canal;D013;general equivalence mapping(medicare)
2307;Carcinoma in situ of other and unspecified parts of intestine;D0140;general equivalence mapping(medicare)
2307;Carcinoma in situ of other and unspecified parts of intestine;D0149;general equivalence mapping(medicare)
29651;Bipolar I disorder, most recent episode (or current) depressed, mild;F3131;general equivalence mapping(medicare)
63421;Spontaneous abortion, complicated by damage to pelvic organs or tissues, incomplete;O0334;general equivalence mapping(medicare)
90301;Injury to axillary artery;S45009A;general equivalence mapping(medicare)
90302;Injury to axillary vein;S45209A;general equivalence mapping(medicare)
9034;Injury to palmar artery;S65209A;general equivalence mapping(medicare)
9034;Injury to palmar artery;S65309A;general equivalence mapping(medicare)
6234;Old vaginal laceration;N898;general equivalence mapping(medicare)
9912;Frostbite of foot;T33829A;general equivalence mapping(medicare)
9912;Frostbite of foot;T33839A;general equivalence mapping(medicare)
9912;Frostbite of foot;T34829A;general equivalence mapping(medicare)
V660;Convalescence following surgery;Z5189;general equivalence mapping(medicare)
V660;Driver of heavy transport vehicle injured in collision with other nonmotor vehicle in nontraffic accident;Z5189;general equivalence mapping(medicare)
72813;Postoperative heterotopic calcification;M6140;general equivalence mapping(medicare)
71955;Stiffness of joint, not elsewhere classified, pelvic region and thigh;M25659;general equivalence mapping(medicare)
9559;Injury to unspecified nerve of shoulder girdle and upper limb;S4490XA;general equivalence mapping(medicare)
1841;Malignant neoplasm of labia majora;C510;general equivalence mapping(medicare)
2306;Carcinoma in situ of anus, unspecified;D013;general equivalence mapping(medicare)
75521;Transverse deficiency of upper limb;Q7100;general equivalence mapping(medicare)
80500;Closed fracture of cervical vertebra, unspecified level;S129XXA;general equivalence mapping(medicare)
36843;Sector or arcuate visual field defects;H53439;general equivalence mapping(medicare)
09886;Gonococcal peritonitis;A5485;general equivalence mapping(medicare)
1461;Malignant neoplasm of tonsillar fossa;C090;general equivalence mapping(medicare)
2400;Goiter, specified as simple;E040;general equivalence mapping(medicare)
04181;Other specified bacterial infections in conditions classified elsewhere and of unspecified site, mycoplasma;A493;general equivalence mapping(medicare)
04181;Other specified bacterial infections in conditions classified elsewhere and of unspecified site, mycoplasma;B960;general equivalence mapping(medicare)
05829;Other human herpesvirus encephalitis;B1009;general equivalence mapping(medicare)
9141;Abrasion or friction burn of hand(s) except finger(s) alone, infected;L0889;general equivalence mapping(medicare)
9141;Abrasion or friction burn of hand(s) except finger(s) alone, infected;S60519A;general equivalence mapping(medicare)
E9178;Striking against or struck accidentally by other stationary object with subsequent fall;W1809XA;general equivalence mapping(medicare)
7284;Laxity of ligament;M2420;general equivalence mapping(medicare)
E0030;Activities involving ice skating;Y9321;general equivalence mapping(medicare)
55012;Inguinal hernia, with obstruction, without mention of gangrene, bilateral (not specified as recurrent);K4000;general equivalence mapping(medicare)
53151;Chronic or unspecified gastric ulcer with perforation, with obstruction;K255;general equivalence mapping(medicare)
81513;Open fracture of shaft of metacarpal bone(s);S62329B;general equivalence mapping(medicare)
81513;Open fracture of shaft of metacarpal bone(s);S62359B;general equivalence mapping(medicare)
38921;Mixed hearing loss, unilateral;H9071;general equivalence mapping(medicare)
38921;Mixed hearing loss, unilateral;H9072;general equivalence mapping(medicare)
29901;Autistic disorder, residual state;F840;general equivalence mapping(medicare)
2562;Postablative ovarian failure;E8940;general equivalence mapping(medicare)
2562;Postablative ovarian failure;E8941;general equivalence mapping(medicare)
20031;Marginal zone lymphoma, lymph nodes of head, face, and neck;C8381;general equivalence mapping(medicare)
01722;Tuberculosis of peripheral lymph nodes, bacteriological or histological examination unknown (at present);A182;general equivalence mapping(medicare)
01720;Tuberculosis of peripheral lymph nodes, unspecified;A182;general equivalence mapping(medicare)
82000;Closed fracture of intracapsular section of neck of femur, unspecified;S72019A;general equivalence mapping(medicare)
E8187;Other noncollision motor vehicle traffic accident injuring pedestrian;V093XXA;general equivalence mapping(medicare)
48809;Influenza due to identified avian influenza virus with other manifestations;J09X3;general equivalence mapping(medicare)
48809;Influenza due to identified avian influenza virus with other manifestations;J09X9;general equivalence mapping(medicare)
E9465;Eye anti-infectives and other eye drugs causing adverse effects in therapeutic use;NoDx;general equivalence mapping(medicare)
E9465;Eye anti-infectives and other eye drugs causing adverse effects in therapeutic use;T51.95XA;manual matching
9661;Poisoning by hydantoin derivatives;T420X1A;general equivalence mapping(medicare)
9661;Poisoning by hydantoin derivatives;T420X2A;general equivalence mapping(medicare)
9661;Poisoning by hydantoin derivatives;T420X3A;general equivalence mapping(medicare)
9661;Poisoning by hydantoin derivatives;T420X4A;general equivalence mapping(medicare)
30450;Hallucinogen dependence, unspecified;F1620;general equivalence mapping(medicare)
E0072;Activities involving rugby;Y9363;general equivalence mapping(medicare)
80046;Closed fracture of vault of skull with intracranial injury of other and unspecified nature, with loss of consciousness of unspecified duration;S020XXA;general equivalence mapping(medicare)
80046;Closed fracture of vault of skull with intracranial injury of other and unspecified nature, with loss of consciousness of unspecified duration;S06899A;general equivalence mapping(medicare)
80046;Closed fracture of vault of skull with intracranial injury of other and unspecified nature, with loss of consciousness of unspecified duration;S069X9A;general equivalence mapping(medicare)
64383;Other vomiting complicating pregnancy, antepartum condition or complication;O218;general equivalence mapping(medicare)
80421;Closed fractures involving skull or face with other bones with subarachnoid, subdural, and extradural hemorrhage, with no loss of consciousness;S0291XA;general equivalence mapping(medicare)
80421;Closed fractures involving skull or face with other bones with subarachnoid, subdural, and extradural hemorrhage, with no loss of consciousness;S064X0A;general equivalence mapping(medicare)
80421;Closed fractures involving skull or face with other bones with subarachnoid, subdural, and extradural hemorrhage, with no loss of consciousness;S065X0A;general equivalence mapping(medicare)
80421;Closed fractures involving skull or face with other bones with subarachnoid, subdural, and extradural hemorrhage, with no loss of consciousness;S066X0A;general equivalence mapping(medicare)
40511;Benign renovascular hypertension;I150;general equivalence mapping(medicare)
83904;Closed dislocation, fourth cervical vertebra;S13141A;general equivalence mapping(medicare)
74782;Spinal vessel anomaly;Q279;general equivalence mapping(medicare)
33523;Pseudobulbar palsy;G128;general equivalence mapping(medicare)
66951;Forceps or vacuum extractor delivery without mention of indication, delivered, with or without mention of antepartum condition;O665;general equivalence mapping(medicare)
35831;Lambert-Eaton syndrome in neoplastic disease;G731;general equivalence mapping(medicare)
66554;Other injury to pelvic organs, postpartum condition or complication;O715;general equivalence mapping(medicare)
7094;Foreign body granuloma of skin and subcutaneous tissue;L923;general equivalence mapping(medicare)
E8290;Other road vehicle accidents injuring pedestrian;V0600XA;general equivalence mapping(medicare)
V068;Need for prophylactic vaccination and inoculation against other combinations of diseases;Z23;general equivalence mapping(medicare)
V2509;Other general counseling and advice on contraceptive management;Z3009;general equivalence mapping(medicare)
74763;Upper limb vessel anomaly;Q2731;general equivalence mapping(medicare)
2730;Polyclonal hypergammaglobulinemia;D890;general equivalence mapping(medicare)
83901;Closed dislocation, first cervical vertebra;S13111A;general equivalence mapping(medicare)
85210;Subarachnoid hemorrhage following injury with open intracranial wound, unspecified state of consciousness;S066X0A;general equivalence mapping(medicare)
74729;Other anomalies of aorta;Q254;general equivalence mapping(medicare)
31234;Intermittent explosive disorder;F6381;general equivalence mapping(medicare)
9138;Other and unspecified superficial injury of elbow, forearm, and wrist, without mention of infection;S50909A;general equivalence mapping(medicare)
9138;Other and unspecified superficial injury of elbow, forearm, and wrist, without mention of infection;S50919A;general equivalence mapping(medicare)
9138;Other and unspecified superficial injury of elbow, forearm, and wrist, without mention of infection;S60919A;general equivalence mapping(medicare)
42681;Lown-Ganong-Levine syndrome;I456;general equivalence mapping(medicare)
9162;Blister of hip, thigh, leg, and ankle, without mention of infection;S70229A;general equivalence mapping(medicare)
9162;Blister of hip, thigh, leg, and ankle, without mention of infection;S70329A;general equivalence mapping(medicare)
9162;Blister of hip, thigh, leg, and ankle, without mention of infection;S80829A;general equivalence mapping(medicare)
9162;Blister of hip, thigh, leg, and ankle, without mention of infection;S90529A;general equivalence mapping(medicare)
1340;Myiasis;B879;general equivalence mapping(medicare)
4958;Other specified allergic alveolitis and pneumonitis;J678;general equivalence mapping(medicare)
60010;Nodular prostate without urinary obstruction;N402;general equivalence mapping(medicare)
87352;Open wound of forehead, complicated;S0182XA;general equivalence mapping(medicare)
05321;Herpes zoster keratoconjunctivitis;B0233;general equivalence mapping(medicare)
99563;Anaphylactic reaction due to fruits and vegetables;T7804XA;general equivalence mapping(medicare)
1149;Coccidioidomycosis, unspecified;B389;general equivalence mapping(medicare)
1145;Pulmonary coccidioidomycosis, unspecified;B382;general equivalence mapping(medicare)
80011;Closed fracture of vault of skull with cerebral laceration and contusion, with no loss of consciousness;S020XXA;general equivalence mapping(medicare)
80011;Closed fracture of vault of skull with cerebral laceration and contusion, with no loss of consciousness;S06330A;general equivalence mapping(medicare)
8851;Traumatic amputation of thumb (complete)(partial), complicated;S68019A;general equivalence mapping(medicare)
8851;Traumatic amputation of thumb (complete)(partial), complicated;S68029A;general equivalence mapping(medicare)
8851;Traumatic amputation of thumb (complete)(partial), complicated;S68519A;general equivalence mapping(medicare)
8851;Traumatic amputation of thumb (complete)(partial), complicated;S68529A;general equivalence mapping(medicare)
94506;Burn of unspecified degree of thigh [any part];T24019A;general equivalence mapping(medicare)
94506;Burn of unspecified degree of thigh [any part];T24419A;general equivalence mapping(medicare)
E9881;Injury by burns or fire, undetermined whether accidentally or purposely inflicted;Y26XXXA;general equivalence mapping(medicare)
E9581;Suicide and self-inflicted injury by burns, fire;X76XXXA;general equivalence mapping(medicare)
64904;Tobacco use disorder complicating pregnancy, childbirth, or the puerperium, postpartum condition or complication;O99335;general equivalence mapping(medicare)
20108;Hodgkin's paragranuloma, lymph nodes of multiple sites;C8178;general equivalence mapping(medicare)
75731;Congenital ectodermal dysplasia;Q824;general equivalence mapping(medicare)
71851;Ankylosis of joint, shoulder region;M24619;general equivalence mapping(medicare)
33922;Chronic post-traumatic headache;G44329;general equivalence mapping(medicare)
118;Opportunistic mycoses;B488;general equivalence mapping(medicare)
38650;Labyrinthine dysfunction, unspecified;H832X9;general equivalence mapping(medicare)
37909;Other scleritis and episcleritis;H15099;general equivalence mapping(medicare)
V4321;Organ or tissue replaced by other means, heart assist device;Z95811;general equivalence mapping(medicare)
V4321;Person on outside of car injured in collision with sport utility vehicle in nontraffic accident;Z95811;general equivalence mapping(medicare)
99683;Complications of transplanted heart;T8620;general equivalence mapping(medicare)
99683;Complications of transplanted heart;T8621;general equivalence mapping(medicare)
99683;Complications of transplanted heart;T8622;general equivalence mapping(medicare)
4253;Endocardial fibroelastosis;I424;general equivalence mapping(medicare)
E8212;Nontraffic accident involving other off-road motor vehicle injuring motorcyclist;V888XXA;general equivalence mapping(medicare)
6283;Infertility, female, of uterine origin;N972;general equivalence mapping(medicare)
7209;Unspecified inflammatory spondylopathy;M4690;general equivalence mapping(medicare)
4250;Endomyocardial fibrosis;I423;general equivalence mapping(medicare)
7702;Interstitial emphysema and related conditions;P250;general equivalence mapping(medicare)
7702;Interstitial emphysema and related conditions;P251;general equivalence mapping(medicare)
7702;Interstitial emphysema and related conditions;P252;general equivalence mapping(medicare)
7702;Interstitial emphysema and related conditions;P253;general equivalence mapping(medicare)
7702;Interstitial emphysema and related conditions;P258;general equivalence mapping(medicare)
78961;Abdominal tenderness, right upper quadrant;R10811;general equivalence mapping(medicare)
78961;Abdominal tenderness, right upper quadrant;R10821;general equivalence mapping(medicare)
316;Psychic factors associated with diseases classified elsewhere;F54;general equivalence mapping(medicare)
73729;Other lordosis (acquired);M4050;general equivalence mapping(medicare)
95205;C5-C7 level with unspecified spinal cord injury;S14105A;general equivalence mapping(medicare)
95205;C5-C7 level with unspecified spinal cord injury;S14106A;general equivalence mapping(medicare)
95205;C5-C7 level with unspecified spinal cord injury;S14107A;general equivalence mapping(medicare)
95205;C5-C7 level with unspecified spinal cord injury;S14108A;general equivalence mapping(medicare)
0879;Relapsing fever, unspecified;A689;general equivalence mapping(medicare)
1876;Malignant neoplasm of spermatic cord;C6310;general equivalence mapping(medicare)
2104;Benign neoplasm of other and unspecified parts of mouth;D1030;general equivalence mapping(medicare)
2104;Benign neoplasm of other and unspecified parts of mouth;D1039;general equivalence mapping(medicare)
38922;Mixed hearing loss, bilateral;H906;general equivalence mapping(medicare)
7237;Ossification of posterior longitudinal ligament in cervical region;M6788;general equivalence mapping(medicare)
80234;Open fracture of mandible, ramus, unspecified;S0264XB;general equivalence mapping(medicare)
80315;Other closed skull fracture with cerebral laceration and contusion, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level;S0291XA;general equivalence mapping(medicare)
80315;Other closed skull fracture with cerebral laceration and contusion, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level;S06336A;general equivalence mapping(medicare)
80315;Other closed skull fracture with cerebral laceration and contusion, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level;S06337A;general equivalence mapping(medicare)
80315;Other closed skull fracture with cerebral laceration and contusion, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level;S06338A;general equivalence mapping(medicare)
86342;Injury to transverse colon, without mention of open wound into cavity;S36501A;general equivalence mapping(medicare)
80313;Other closed skull fracture with cerebral laceration and contusion, with moderate [1-24 hours] loss of consciousness;S0291XA;general equivalence mapping(medicare)
80313;Other closed skull fracture with cerebral laceration and contusion, with moderate [1-24 hours] loss of consciousness;S06333A;general equivalence mapping(medicare)
80313;Other closed skull fracture with cerebral laceration and contusion, with moderate [1-24 hours] loss of consciousness;S06334A;general equivalence mapping(medicare)
9182;Superficial injury of conjunctiva;S0500XA;general equivalence mapping(medicare)
82392;Open fracture of unspecified part of fibula with tibia;S82201B;general equivalence mapping(medicare)
82392;Open fracture of unspecified part of fibula with tibia;S82202B;general equivalence mapping(medicare)
82392;Open fracture of unspecified part of fibula with tibia;S82401B;general equivalence mapping(medicare)
82392;Open fracture of unspecified part of fibula with tibia;S82402B;general equivalence mapping(medicare)
82381;Closed fracture of unspecified part of fibula alone;S82401A;general equivalence mapping(medicare)
78191;Loss of height;R29890;general equivalence mapping(medicare)
80662;Closed fracture of sacrum and coccyx with other cauda equina injury;S3210XA;general equivalence mapping(medicare)
80662;Closed fracture of sacrum and coccyx with other cauda equina injury;S322XXA;general equivalence mapping(medicare)
80662;Closed fracture of sacrum and coccyx with other cauda equina injury;S343XXA;general equivalence mapping(medicare)
1869;Malignant neoplasm of other and unspecified testis;C6210;general equivalence mapping(medicare)
1869;Malignant neoplasm of other and unspecified testis;C6290;general equivalence mapping(medicare)
1764;Kaposi's sarcoma, lung;C4650;general equivalence mapping(medicare)
V2621;Fertility testing;Z3141;general equivalence mapping(medicare)
78443;Hypernasality;R4921;general equivalence mapping(medicare)
V8404;Genetic susceptibility to malignant neoplasm of endometrium;Z1504;general equivalence mapping(medicare)
65831;Delayed delivery after artificial rupture of membranes, delivered, with or without mention of antepartum condition;O755;general equivalence mapping(medicare)
E9250;Accident caused by domestic wiring and appliances;W860XXA;general equivalence mapping(medicare)
90181;Injury to intercostal artery or vein;S25509A;general equivalence mapping(medicare)
80065;Open fracture of vault of skull with cerebral laceration and contusion, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level;S020XXB;general equivalence mapping(medicare)
80065;Open fracture of vault of skull with cerebral laceration and contusion, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level;S06336A;general equivalence mapping(medicare)
80065;Open fracture of vault of skull with cerebral laceration and contusion, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level;S06337A;general equivalence mapping(medicare)
80065;Open fracture of vault of skull with cerebral laceration and contusion, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level;S06338A;general equivalence mapping(medicare)
20722;Megakaryocytic leukemia, in relapse;C9422;general equivalence mapping(medicare)
2120;Benign neoplasm of nasal cavities, middle ear, and accessory sinuses;D140;general equivalence mapping(medicare)
1498;Malignant neoplasm of other sites within the lip and oral cavity;C148;general equivalence mapping(medicare)
0360;Meningococcal meningitis;A390;general equivalence mapping(medicare)
4475;Necrosis of artery;I775;general equivalence mapping(medicare)
30089;Other somatoform disorders;F458;general equivalence mapping(medicare)
30089;Other somatoform disorders;F488;general equivalence mapping(medicare)
94514;Erythema [first degree] of lower leg;T24139A;general equivalence mapping(medicare)
94514;Erythema [first degree] of lower leg;T24539A;general equivalence mapping(medicare)
V5421;Aftercare for healing pathologic fracture of upper arm;M84421D;general equivalence mapping(medicare)
1608;Malignant neoplasm of other accessory sinuses;C318;general equivalence mapping(medicare)
20926;Malignant carcinoid tumor of midgut, not otherwise specified;C7A095;general equivalence mapping(medicare)
20923;Malignant carcinoid tumor of the stomach;C7A092;general equivalence mapping(medicare)
V5359;Fitting and adjustment of other gastrointestinal appliance and device;Z4659;general equivalence mapping(medicare)
38089;Other disorders of external ear;H61899;general equivalence mapping(medicare)
E9472;Antidotes and chelating agents, not elsewhere classified, causing adverse effects in therapeutic use;NoDx;general equivalence mapping(medicare)
E9472;Antidotes and chelating agents, not elsewhere classified, causing adverse effects in therapeutic use;T51.93XA;manual matching
6940;Dermatitis herpetiformis;L130;general equivalence mapping(medicare)
V6759;Other follow-up examination;Z09;general equivalence mapping(medicare)
99603;Mechanical complication due to coronary bypass graft;T82211A;general equivalence mapping(medicare)
99603;Mechanical complication due to coronary bypass graft;T82212A;general equivalence mapping(medicare)
99603;Mechanical complication due to coronary bypass graft;T82213A;general equivalence mapping(medicare)
99603;Mechanical complication due to coronary bypass graft;T82218A;general equivalence mapping(medicare)
E8196;Motor vehicle traffic accident of unspecified nature injuring pedal cyclist;V199XXA;general equivalence mapping(medicare)
9268;Crushing injury of multiple sites of trunk;S280XXA;general equivalence mapping(medicare)
V5425;Aftercare for healing pathologic fracture of upper leg;M84453D;general equivalence mapping(medicare)
31535;Childhood onset fluency disorder;F8081;general equivalence mapping(medicare)
9244;Contusion of multiple sites of lower limb;S7010XA;general equivalence mapping(medicare)
34120;Acute (transverse) myelitis NOS;G373;general equivalence mapping(medicare)
71680;Other specified arthropathy, site unspecified;M1280;general equivalence mapping(medicare)
53520;Gastric mucosal hypertrophy, without mention of hemorrhage;K2960;general equivalence mapping(medicare)
E9434;Digestants causing adverse effects in therapeutic use;NoDx;general equivalence mapping(medicare)
E9434;Digestants causing adverse effects in therapeutic use;T47.5X5;manual matching
72280;Postlaminectomy syndrome, unspecified region;M961;general equivalence mapping(medicare)
7507;Other specified anomalies of stomach;Q395;general equivalence mapping(medicare)
7507;Other specified anomalies of stomach;Q402;general equivalence mapping(medicare)
E9496;Other and unspecified viral and rickettsial vaccines causing adverse effects in therapeutic use;NoDx;general equivalence mapping(medicare)
E9496;Other and unspecified viral and rickettsial vaccines causing adverse effects in therapeutic use;T51.97XA;manual matching
3951;Rheumatic aortic insufficiency;I061;general equivalence mapping(medicare)
52879;Other disturbances of oral epithelium, including tongue;K1329;general equivalence mapping(medicare)
36220;Retinopathy of prematurity, unspecified;H35109;general equivalence mapping(medicare)
73675;Cavovarus deformity of foot, acquired;M216X9;general equivalence mapping(medicare)
80625;Closed fracture of T7-T12 level with unspecified spinal cord injury;S22069A;general equivalence mapping(medicare)
80625;Closed fracture of T7-T12 level with unspecified spinal cord injury;S22079A;general equivalence mapping(medicare)
80625;Closed fracture of T7-T12 level with unspecified spinal cord injury;S22089A;general equivalence mapping(medicare)
80625;Closed fracture of T7-T12 level with unspecified spinal cord injury;S24103A;general equivalence mapping(medicare)
80625;Closed fracture of T7-T12 level with unspecified spinal cord injury;S24104A;general equivalence mapping(medicare)
E9431;Irritant cathartics causing adverse effects in therapeutic use;NoDx;general equivalence mapping(medicare)
E9431;Irritant cathartics causing adverse effects in therapeutic use;T51.92XA;manual matching
86409;Other injury to liver without mention of open wound into cavity;S36118A;general equivalence mapping(medicare)
E9311;Arsenical anti-infectives causing adverse effects in therapeutic use;NoDx;general equivalence mapping(medicare)
E9311;Arsenical anti-infectives causing adverse effects in therapeutic use;T51.91XA;manual matching
74103;Spina bifida with hydrocephalus, lumbar region;Q052;general equivalence mapping(medicare)
72931;Hypertrophy of fat pad, knee;M794;general equivalence mapping(medicare)
53410;Acute gastrojejunal ulcer with perforation, without mention of obstruction;K281;general equivalence mapping(medicare)
73398;Stress fracture of pelvis;M84350A;general equivalence mapping(medicare)
74602;Stenosis of pulmonary valve, congenital;Q221;general equivalence mapping(medicare)
9579;Injury to nerves, unspecified site;S149XXA;general equivalence mapping(medicare)
36811;Sudden visual loss;H53139;general equivalence mapping(medicare)
9158;Other and unspecified superficial injury of fingers without mention of infection;S60939A;general equivalence mapping(medicare)
9158;Other and unspecified superficial injury of fingers without mention of infection;S60949A;general equivalence mapping(medicare)
71883;Other joint derangement, not elsewhere classified, forearm;M24839;general equivalence mapping(medicare)
V9100;Twin gestation, unspecified number of placenta, unspecified number of amniotic sacs;O30009;general equivalence mapping(medicare)
V9100;Burn due to merchant ship on fire;O30009;general equivalence mapping(medicare)
4721;Chronic pharyngitis;J312;general equivalence mapping(medicare)
37952;Latent nystagmus;H5502;general equivalence mapping(medicare)
48231;Pneumonia due to Streptococcus, group A;J154;general equivalence mapping(medicare)
71785;Old disruption of other ligaments of knee;M2350;general equivalence mapping(medicare)
47826;Cyst of pharynx or nasopharynx;J392;general equivalence mapping(medicare)
71108;Pyogenic arthritis, other specified sites;M0008;general equivalence mapping(medicare)
71108;Pyogenic arthritis, other specified sites;M0018;general equivalence mapping(medicare)
71108;Pyogenic arthritis, other specified sites;M0028;general equivalence mapping(medicare)
71108;Pyogenic arthritis, other specified sites;M0088;general equivalence mapping(medicare)
71108;Pyogenic arthritis, other specified sites;M009;general equivalence mapping(medicare)
98989;Toxic effect of other substance, chiefly nonmedicinal as to source, not elsewhere classified;T578X1A;general equivalence mapping(medicare)
98989;Toxic effect of other substance, chiefly nonmedicinal as to source, not elsewhere classified;T578X2A;general equivalence mapping(medicare)
98989;Toxic effect of other substance, chiefly nonmedicinal as to source, not elsewhere classified;T578X3A;general equivalence mapping(medicare)
98989;Toxic effect of other substance, chiefly nonmedicinal as to source, not elsewhere classified;T603X1A;general equivalence mapping(medicare)
98989;Toxic effect of other substance, chiefly nonmedicinal as to source, not elsewhere classified;T603X2A;general equivalence mapping(medicare)
98989;Toxic effect of other substance, chiefly nonmedicinal as to source, not elsewhere classified;T603X3A;general equivalence mapping(medicare)
98989;Toxic effect of other substance, chiefly nonmedicinal as to source, not elsewhere classified;T603X4A;general equivalence mapping(medicare)
98989;Toxic effect of other substance, chiefly nonmedicinal as to source, not elsewhere classified;T655X1A;general equivalence mapping(medicare)
98989;Toxic effect of other substance, chiefly nonmedicinal as to source, not elsewhere classified;T655X2A;general equivalence mapping(medicare)
98989;Toxic effect of other substance, chiefly nonmedicinal as to source, not elsewhere classified;T655X3A;general equivalence mapping(medicare)
98989;Toxic effect of other substance, chiefly nonmedicinal as to source, not elsewhere classified;T655X4A;general equivalence mapping(medicare)
98989;Toxic effect of other substance, chiefly nonmedicinal as to source, not elsewhere classified;T656X1A;general equivalence mapping(medicare)
98989;Toxic effect of other substance, chiefly nonmedicinal as to source, not elsewhere classified;T656X2A;general equivalence mapping(medicare)
98989;Toxic effect of other substance, chiefly nonmedicinal as to source, not elsewhere classified;T656X3A;general equivalence mapping(medicare)
98989;Toxic effect of other substance, chiefly nonmedicinal as to source, not elsewhere classified;T656X4A;general equivalence mapping(medicare)
98989;Toxic effect of other substance, chiefly nonmedicinal as to source, not elsewhere classified;T65821A;general equivalence mapping(medicare)
98989;Toxic effect of other substance, chiefly nonmedicinal as to source, not elsewhere classified;T65822A;general equivalence mapping(medicare)
98989;Toxic effect of other substance, chiefly nonmedicinal as to source, not elsewhere classified;T65823A;general equivalence mapping(medicare)
98989;Toxic effect of other substance, chiefly nonmedicinal as to source, not elsewhere classified;T65824A;general equivalence mapping(medicare)
98989;Toxic effect of other substance, chiefly nonmedicinal as to source, not elsewhere classified;T65831A;general equivalence mapping(medicare)
98989;Toxic effect of other substance, chiefly nonmedicinal as to source, not elsewhere classified;T65832A;general equivalence mapping(medicare)
98989;Toxic effect of other substance, chiefly nonmedicinal as to source, not elsewhere classified;T65833A;general equivalence mapping(medicare)
98989;Toxic effect of other substance, chiefly nonmedicinal as to source, not elsewhere classified;T65834A;general equivalence mapping(medicare)
98989;Toxic effect of other substance, chiefly nonmedicinal as to source, not elsewhere classified;T65891A;general equivalence mapping(medicare)
98989;Toxic effect of other substance, chiefly nonmedicinal as to source, not elsewhere classified;T65892A;general equivalence mapping(medicare)
98989;Toxic effect of other substance, chiefly nonmedicinal as to source, not elsewhere classified;T65893A;general equivalence mapping(medicare)
98989;Toxic effect of other substance, chiefly nonmedicinal as to source, not elsewhere classified;T65894A;general equivalence mapping(medicare)
82533;Open fracture of cuboid;S92213B;general equivalence mapping(medicare)
82533;Open fracture of cuboid;S92216B;general equivalence mapping(medicare)
E9197;Accidents caused by earth moving, scraping, and other excavating machines;W3183XA;general equivalence mapping(medicare)
V5843;Aftercare following surgery for injury and trauma;Z4889;general equivalence mapping(medicare)
8271;Other, multiple and ill-defined fractures of lower limb, open;T148;general equivalence mapping(medicare)
9283;Crushing injury of toe(s);S97109A;general equivalence mapping(medicare)
4431;Thromboangiitis obliterans [Buerger's disease];I731;general equivalence mapping(medicare)
99670;Other complications due to unspecified device, implant, and graft;T859XXA;general equivalence mapping(medicare)
E8705;Accidental cut, puncture, perforation or hemorrhage during aspiration of fluid or tissue, puncture, and catheterization;NoDx;general equivalence mapping(medicare)
